# xyscan Version 4.3.0
# Date: Thu Mar 18 21:44:20 2021
# Scanned by: nathaniel
# Source: fig7.png
# Comment: 
# Format: x y -dx +dx -dy +dy
550.872	0.0034188	0	0	0	0	
554.36	0.00683761	0	0	0	0	
559.593	0.00683761	0	0	0	0	
565.698	0.0102564	0	0	0	0	
570.93	0.017094	0	0	0	0	
572.674	0.0239316	0	0	0	0	
573.547	0.0307692	0	0	0	0	
575.291	0.034188	0	0	0	0	
577.035	0.034188	0	0	0	0	
577.907	0.0307692	0	0	0	0	
579.651	0.0273504	0	0	0	0	
584.012	0.0307692	0	0	0	0	
586.628	0.034188	0	0	0	0	
590.988	0.0376068	0	0	0	0	
595.349	0.0410256	0	0	0	0	
598.837	0.0478632	0	0	0	0	
601.453	0.0547009	0	0	0	0	
605.814	0.0649573	0	0	0	0	
609.302	0.0752137	0	0	0	0	
611.919	0.0888889	0	0	0	0	
613.663	0.0991453	0	0	0	0	
615.407	0.109402	0	0	0	0	
616.279	0.119658	0	0	0	0	
618.023	0.133333	0	0	0	0	
619.767	0.14359	0	0	0	0	
621.512	0.153846	0	0	0	0	
623.256	0.164103	0	0	0	0	
624.128	0.174359	0	0	0	0	
625.872	0.191453	0	0	0	0	
626.744	0.201709	0	0	0	0	
628.488	0.218803	0	0	0	0	
629.36	0.232479	0	0	0	0	
630.233	0.249573	0	0	0	0	
631.105	0.266667	0	0	0	0	
631.977	0.287179	0	0	0	0	
632.849	0.304274	0	0	0	0	
633.721	0.321368	0	0	0	0	
634.593	0.34188	0	0	0	0	
635.465	0.382906	0	0	0	0	
636.337	0.434188	0	0	0	0	
637.209	0.577778	0	0	0	0	
638.081	0.577778	0	0	0	0	
638.953	0.523077	0	0	0	0	
639.826	0.488889	0	0	0	0	
640.698	0.454701	0	0	0	0	
642.442	0.437607	0	0	0	0	
645.058	0.444444	0	0	0	0	
645.93	0.471795	0	0	0	0	
646.802	0.482051	0	0	0	0	
647.674	0.502564	0	0	0	0	
648.547	0.519658	0	0	0	0	
649.419	0.557265	0	0	0	0	
650.291	0.577778	0	0	0	0	
651.163	0.608547	0	0	0	0	
652.035	0.642735	0	0	0	0	
652.907	0.711111	0	0	0	0	
653.779	0.745299	0	0	0	0	
654.651	0.796581	0	0	0	0	
655.523	0.82735	0	0	0	0	
657.267	0.864957	0	0	0	0	
658.14	0.902564	0	0	0	0	
659.012	0.933333	0	0	0	0	
659.884	0.923077	0	0	0	0	
661.628	0.912821	0	0	0	0	
663.372	0.871795	0	0	0	0	
664.244	0.854701	0	0	0	0	
665.988	0.823932	0	0	0	0	
666.86	0.789744	0	0	0	0	
668.605	0.776068	0	0	0	0	
671.221	0.776068	0	0	0	0	
673.837	0.789744	0	0	0	0	
676.453	0.796581	0	0	0	0	
678.198	0.823932	0	0	0	0	
679.942	0.851282	0	0	0	0	
680.814	0.875214	0	0	0	0	
682.558	0.905983	0	0	0	0	
684.302	0.919658	0	0	0	0	
686.919	0.940171	0	0	0	0	
687.791	0.923077	0	0	0	0	
688.663	0.892308	0	0	0	0	
690.407	0.899145	0	0	0	0	
693.895	0.909402	0	0	0	0	
695.64	0.916239	0	0	0	0	
697.384	0.947009	0	0	0	0	
699.128	0.936752	0	0	0	0	
700.872	0.916239	0	0	0	0	
703.488	0.919658	0	0	0	0	
704.36	0.905983	0	0	0	0	
706.105	0.88547	0	0	0	0	
707.849	0.878632	0	0	0	0	
708.721	0.810256	0	0	0	0	
709.593	0.796581	0	0	0	0	
710.465	0.77265	0	0	0	0	
711.337	0.748718	0	0	0	0	
712.209	0.71453	0	0	0	0	
713.081	0.676923	0	0	0	0	
713.953	0.663248	0	0	0	0	
714.826	0.639316	0	0	0	0	
715.698	0.625641	0	0	0	0	
716.57	0.615385	0	0	0	0	
718.314	0.611966	0	0	0	0	
719.186	0.611966	0	0	0	0	
720.058	0.605128	0	0	0	0	
721.802	0.605128	0	0	0	0	
722.674	0.615385	0	0	0	0	
722.674	0.632479	0	0	0	0	
723.547	0.625641	0	0	0	0	
724.419	0.639316	0	0	0	0	
726.163	0.649573	0	0	0	0	
727.035	0.666667	0	0	0	0	
727.907	0.639316	0	0	0	0	
728.779	0.632479	0	0	0	0	
729.651	0.639316	0	0	0	0	
730.523	0.652991	0	0	0	0	
731.395	0.605128	0	0	0	0	
733.14	0.605128	0	0	0	0	
734.884	0.594872	0	0	0	0	
735.756	0.553846	0	0	0	0	
736.628	0.509402	0	0	0	0	
737.5	0.502564	0	0	0	0	
738.372	0.495726	0	0	0	0	
739.244	0.471795	0	0	0	0	
740.116	0.430769	0	0	0	0	
740.988	0.420513	0	0	0	0	
741.86	0.417094	0	0	0	0	
741.86	0.393162	0	0	0	0	
742.733	0.369231	0	0	0	0	
743.605	0.348718	0	0	0	0	
745.349	0.338462	0	0	0	0	
747.093	0.321368	0	0	0	0	
748.837	0.31453	0	0	0	0	
749.709	0.290598	0	0	0	0	
751.453	0.280342	0	0	0	0	
753.198	0.270085	0	0	0	0	
754.942	0.263248	0	0	0	0	
755.814	0.252991	0	0	0	0	
756.686	0.246154	0	0	0	0	
757.558	0.239316	0	0	0	0	
758.43	0.232479	0	0	0	0	
759.302	0.218803	0	0	0	0	
760.174	0.218803	0	0	0	0	
761.047	0.232479	0	0	0	0	
761.919	0.222222	0	0	0	0	
762.791	0.215385	0	0	0	0	
763.663	0.208547	0	0	0	0	
764.535	0.205128	0	0	0	0	
765.407	0.218803	0	0	0	0	
766.279	0.188034	0	0	0	0	
767.151	0.194872	0	0	0	0	
768.023	0.208547	0	0	0	0	
768.895	0.205128	0	0	0	0	
769.767	0.194872	0	0	0	0	
771.512	0.198291	0	0	0	0	
772.384	0.208547	0	0	0	0	
774.128	0.194872	0	0	0	0	
775	0.198291	0	0	0	0	
775.872	0.191453	0	0	0	0	
776.744	0.181197	0	0	0	0	
777.616	0.174359	0	0	0	0	
779.36	0.174359	0	0	0	0	
780.233	0.167521	0	0	0	0	
781.977	0.140171	0	0	0	0	
783.721	0.133333	0	0	0	0	
785.465	0.126496	0	0	0	0	
786.337	0.112821	0	0	0	0	
788.953	0.0991453	0	0	0	0	
789.826	0.0888889	0	0	0	0	
791.57	0.0820513	0	0	0	0	
792.442	0.0854701	0	0	0	0	
793.314	0.0786325	0	0	0	0	
794.186	0.0717949	0	0	0	0	
795.058	0.0615385	0	0	0	0	
795.93	0.0547009	0	0	0	0	
796.802	0.0444444	0	0	0	0	
797.674	0.0376068	0	0	0	0	
798.547	0.0307692	0	0	0	0	
799.419	0.0273504	0	0	0	0	
800.291	0.0205128	0	0	0	0	
# EoF
